,id,name,artist,genre,acousticness,danceability,valence,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
130,7LzHDgzkaZ7c9SyfTFQx3Y,Out Of Space,Cosmic Boys,techno,0.00478,0.751,0.379,379063,0.798,0.727,5,0.0657,-3.943,0,0.0568,128.988,4
131,0VnV4QbuGplPbXsFBJpX8y,Saw of Olympus,HI-LO,techno,0.182,0.732,0.303,272221,0.933,0.877,6,0.152,-7.017,0,0.116,129.993,4
132,6emKMi8s34n0AXUXHZmOwS,Our Freedom,Marco Faraone,techno,0.000148,0.59,0.19,449479,0.854,0.789,2,0.0948,-9.167,1,0.0272,130.003,4
133,21t50P2lLUDKXFnlekKBEX,Spule,Kaiserdisco,techno,0.218,0.716,0.0301,436932,0.936,0.939,4,0.109,-8.036,1,0.109,132.005,4
134,1XvBnB6LguiCDjfTklJL0m,Pigment,Joyhauser,techno,0.00683,0.681,0.255,368661,0.901,0.822,1,0.111,-7.663,1,0.0401,131.008,4
135,4moR2Ib2B8BmDRTpOr8IYg,Stop The Game - Original Mix,Maür Gulo,techno,0.103,0.741,0.233,420922,0.828,0.893,11,0.138,-10.149,1,0.057,129.996,4
136,0RE7ROJQzv0ZQ7TF87ztxQ,Last Question - Original Mix,Valley (ESP),techno,0.000283,0.689,0.162,369230,0.96,0.836,6,0.161,-4.884,0,0.0433,130.001,4
137,3l5QKH2vZOwJtjx7Owj1r3,Astro,Layton Giordani,techno,0.00756,0.698,0.272,361395,0.935,0.861,0,0.0764,-5.945,1,0.0478,128.989,4
138,5qLZvk6aOHiP7ojmSVuCq0,Sinematic,Zimmz,techno,0.00855,0.662,0.238,420000,0.676,0.891,7,0.118,-9.889,1,0.0425,127.001,4
139,37eHcWBqh07FBV4HsiOLRi,Black Veins - Original Mix,Rebel Boy,techno,0.00283,0.746,0.0499,396923,0.927,0.823,2,0.0925,-5.852,1,0.0592,130.018,4
140,1259ck9dunNemJg343Qt0w,Athena - Original Mix,HI-LO,techno,0.000634,0.809,0.0381,376992,0.828,0.42,6,0.122,-5.762,0,0.0583,128.01,4
141,7snAq1t8AP9umPVM2F58fG,Substance,DREIAN,techno,0.00709,0.635,0.162,240744,0.987,0.844,10,0.365,-5.941,0,0.0712,126.984,4
142,6ubu86kMEAuuz7Ujmj4obo,Take Control,Alan Fitzpatrick,techno,0.0129,0.656,0.0504,379459,0.981,0.873,4,0.0717,-7.706,0,0.0681,132.984,4
143,4soqeHQWIAc0yGI4bv7IXi,Pragmatic,Zimmz,techno,0.000685,0.685,0.157,443150,0.921,0.873,4,0.0883,-6.986,0,0.0511,127.0,4
144,6wDq9OnNkXvH3zsGjtUMRR,We Don't Know Anything Yet - Adam Beyer Remix,Alan Fitzpatrick,techno,0.0119,0.751,0.104,402820,0.967,0.857,7,0.0909,-4.771,1,0.0445,131.996,4
145,71Ki20aiTMSvtBYgAWpbL3,Euphoria - Original Mix,Egbert,techno,0.00237,0.712,0.0688,326788,0.87,0.882,2,0.11,-6.166,1,0.0453,130.0,4
146,1sAlqAoxlGD8UzCYmGKBYO,Wasp,Rebūke,techno,0.00278,0.783,0.108,423750,0.65,0.0513,6,0.129,-8.676,0,0.0758,128.005,4
